level_in_m,rain,flow_m2ssqkm,elevation,flood_label
3.13,8.4,27.203,10,0
2.63,0,20.393,10,0
3.02,-1,25.594,10,0
0.32,0,0.609,10,0
0.35,0,0.693,10,0
0.44,0,1.046,10,0
0.64,-1,1.95,10,0
0.74,107.1,2.46,10,0
0.67,81,2.101,10,0
0.24,307.7,0.384,10,0
3.65,125.8,35.175,10,0
3.13,28,27.239,10,0
2.64,-1,20.441,10,0
1.73,-1,10.097,10,0
3.52,1.8,33.128,10,0
0.57,0,1.607,10,0
0.68,0,2.127,10,0
0.2,0,0.282,10,0
0.65,2.8,1.964,10,0
0.65,0,1.975,10,0
0.67,2,2.083,10,0
0.61,0.2,1.794,10,0
3.55,21.8,33.586,10,0
3.85,-1,38.452,10,0
1.38,0,6.968,10,0
3.88,0,39.023,10,0
3.2,0,28.24,10,0
0.62,0,1.838,10,0
0.67,12.4,2.06,10,0
0.6,0,1.757,10,0
0.52,0,1.374,10,0
0.24,-1,0.372,10,0
0.26,2,0.44,10,0
0.69,0.1,2.18,10,0
0.9,-1,3.384,10,0
1.29,0,6.197,10,0
0.95,0,3.722,10,0
2.7,0,21.331,10,0
3.72,0,36.353,10,0
0.57,0,1.601,10,0
0.43,0,0.999,10,0
0.64,0,1.931,10,0
0.65,0,1.993,10,0
0.66,12.4,2.012,10,0
0.71,1.2,2.304,10,0
0.6,3.6,1.716,10,0
3.09,1.2,26.607,10,0
3.16,46.1,27.693,10,0
2.34,2.2,16.736,10,0
3.62,0,34.673,10,0
2.41,0.8,17.621,10,0
0.66,0,2.038,10,0
0.43,0,0.994,10,0
0.32,-1,0.61,10,0
0.61,-1,1.807,10,0
0.73,0,2.388,10,0
0.41,0,0.912,10,0
0.44,0,1.033,10,0
2.95,0,24.603,10,0
3.78,0,37.37,10,0
3.13,0.1,27.207,10,0
3.43,1.4,31.655,10,0
3.46,0.8,32.126,10,0
0.67,0,2.089,10,0
0.52,0,1.382,10,0
0.35,0,0.717,10,0
0.53,15.3,1.395,10,0
1.24,37.5,5.793,10,0
2.92,4.6,24.273,10,0
3.03,0,25.763,10,0
3.9,0,39.319,10,0
1.74,1,10.194,10,0
0.49,0,1.228,10,0
0.53,0,1.432,10,0
0.48,0,1.183,10,0
0.2,0,0.283,10,0
0.66,0,2.056,10,0
0.52,0,1.363,10,0
0.57,0,1.57,10,0
2.24,0,15.589,10,0
3.32,0,30.002,10,0
3.12,0,27.019,10,0
1.54,0,8.332,10,0
1.27,0,6.092,10,0
0.57,0,1.61,10,0
0.7,0,2.234,10,0
0.18,0,0.237,10,0
0.22,0,0.316,10,0
0.75,0,2.491,10,0
0.68,0,2.16,10,0
0.52,0,1.388,10,0
4.15,0,43.619,10,0
2.79,0,22.544,10,0
3.22,0,28.495,10,0
3.81,0,37.724,10,0
2.92,0,24.214,10,0
0.68,0,2.164,10,0
0.73,0,2.419,10,0
0.54,0,1.471,10,0
0.59,0,1.678,10,0
0.27,0,0.462,10,0
0.23,0,0.361,10,0
0.58,0,1.66,10,0
3.98,0,40.621,10,0
3.39,0,31.046,10,0
3.77,0,37.054,10,0
2.88,0,23.765,10,0
2.48,0,18.458,10,0
0.58,0,1.628,10,0
0.62,0,1.826,10,0
0.47,0,1.168,10,0
0.69,0,2.173,10,0
0.38,-1,0.824,10,0
0.25,0,0.395,10,0
3.78,0,37.367,10,0
2.62,0,20.183,10,0
3.33,0,30.196,10,0
3.41,0,31.424,10,0
3.3,0,29.738,10,0
0.69,0,2.173,10,0
0.71,0,2.289,10,0
0.4,0,0.901,10,0
0.38,12.2,0.81,10,0
0.63,11.6,1.878,10,0
0.37,0,0.783,10,0
4.12,0,43.017,10,0
2.23,0.4,15.445,10,0
0.96,0.2,3.825,10,0
2.9,0,23.99,10,0
3.61,0,34.615,10,0
0.27,0,0.45,10,0
0.63,0,1.858,10,0
0.71,0,2.306,10,0
0.62,0,1.854,10,0
0.28,0,0.475,10,0
2.56,-1,19.47,10,0
3.92,0,39.609,10,0
1.14,0,5.073,10,0
0.72,0,2.346,10,0
0.33,0.8,0.625,10,0
0.64,4.8,1.943,10,0
0.34,0,0.664,10,0
0.59,0,1.698,10,0
0.22,0,0.334,10,0
1.08,0,4.617,10,0
3.76,0,36.915,10,0
3.84,0,38.304,10,0
2.46,0,18.217,10,0
2.77,0,22.216,10,0
0.6,0,1.743,10,0
0.7,0,2.218,10,0
0.67,0,2.069,10,0
0.63,0,1.906,10,0
0.26,0,0.428,10,0
0.25,0,0.408,10,0
0.32,0.4,0.612,10,0
2.67,0,20.916,10,0
3.15,0,27.59,10,0
4.07,0,42.164,10,0
2.8,0,22.604,10,0
2.47,0,18.345,10,0
0.26,0,0.426,10,0
0.37,0,0.789,10,0
0.3,0,0.532,10,0
0.48,0,1.208,10,0
0.41,0,0.915,10,0
0.42,0,0.97,10,0
0.35,0,0.69,10,0
3.76,0,36.968,10,0
1.1,0,4.758,10,0
2.82,0,22.936,10,0
3.72,0,36.238,10,0
3.83,0,38.185,10,0
0.26,1.8,0.418,10,0
0.68,2.2,2.148,10,0
0.45,0,1.075,10,0
0.5,-1,1.295,10,0
0.62,-1,1.811,10,0
0.49,0,1.259,10,0
0.48,0,1.21,10,0
1.93,0,12.172,10,0
3.5,0,32.732,10,0
2.68,0,21.08,10,0
1.02,0,4.232,10,0
3.74,0,36.616,10,0
0.25,0,0.416,10,0
0.74,0,2.479,10,0
0.21,0,0.293,10,0
0.17,0,0.204,10,0
0.52,0,1.36,10,0
0.63,0,1.863,10,0
0.61,0,1.768,10,0
3.91,0,39.531,10,0
3.84,-1,38.279,10,0
0.88,0,3.284,10,0
3.32,0,30.006,10,0
2.46,0,18.187,10,0
0.64,0,1.908,10,0
0.63,0,1.865,10,0
0.58,0,1.652,10,0
0.42,-1,0.958,10,0
0.72,0,2.343,10,0
0.43,0,0.979,10,0
0.58,0,1.648,10,0
2.31,0,16.471,10,0
2.68,0,21.082,10,0
3.86,0,38.566,10,0
3.1,0,26.746,10,0
2.91,0,24.154,10,0
0.18,0,0.241,10,0
0.5,0,1.276,10,0
0.51,1.6,1.321,10,0
0.56,0,1.53,10,0
0.42,0,0.955,10,0
0.67,0,2.094,10,0
0.72,0,2.35,10,0
3.47,0,32.372,10,0
1.25,0,5.881,10,0
3.55,0,33.573,10,0
4.02,0,41.305,10,0
2.86,0,23.405,10,0
0.4,0,0.893,10,0
0.26,0,0.439,10,0
0.65,-1,2.001,10,0
0.64,0,1.955,10,0
0.52,0,1.369,10,0
0.42,0,0.953,10,0
0.49,0,1.244,10,0
2.32,0,16.555,10,0
3.86,0,38.683,10,0
1.99,0,12.799,10,0
1.91,0,11.943,10,0
2.79,0,22.432,10,0
0.72,0,2.352,10,0
0.72,0,2.376,10,0
0.52,0,1.366,10,0
0.28,0,0.476,10,0
0.51,0,1.335,10,0
0.6,0,1.728,10,0
0.57,0,1.574,10,0
4.12,0,42.984,10,0
2.73,0,21.746,10,0
2.14,0,14.409,10,0
1.82,0,11.058,10,0
2.56,0,19.43,10,0
0.69,0,2.202,10,0
0.49,0,1.24,10,0
0.24,0,0.37,10,0
0.31,0,0.579,10,0
0.37,0,0.771,10,0
0.29,0,0.516,10,0
0.7,0,2.223,10,0
2.7,0,21.349,10,0
2.04,0,13.389,10,0
3.91,0,39.414,10,0
1.04,0,4.342,10,0
4.21,0,44.681,10,0
0.71,0,2.311,10,0
0.61,0,1.761,10,0
0.53,0,1.392,10,0
0.47,0,1.148,10,0
0.16,0,0.2,10,0
0.24,0,0.375,10,0
0.67,0,2.111,10,0
0.98,0,3.91,10,0
3.76,0,37,10,0
1.8,0,10.861,10,0
3.35,0,30.46,10,0
3.38,0,30.939,10,0
0.62,0,1.838,10,0
0.54,0,1.447,10,0
0.42,0,0.955,10,0
0.2,0,0.27,10,0
0.41,0,0.923,10,0
0.43,-1,0.983,10,0
0.35,-1,0.712,10,0
2.78,-1,22.287,10,0
4.19,0,44.275,10,0
3.36,-1,30.586,10,0
2.94,-1,24.52,10,0
0.95,25.8,3.763,10,0
0.48,15,1.204,10,0
0.31,105.2,0.581,10,0
0.33,16.4,0.635,10,0
0.63,18.6,1.862,10,0
0.71,0,2.318,10,0
0.59,0.6,1.702,10,0
0.64,-1,1.956,10,0
4.14,0,43.351,10,0
1.17,0,5.291,10,0
3.75,-1,36.793,10,0
4.09,0,42.519,10,0
1.46,0,7.623,10,0
0.61,-1,1.801,10,0
0.28,2,0.493,10,0
0.71,43.1,2.318,10,0
0.3,6.2,0.557,10,0
0.24,15,0.369,10,0
0.63,16.6,1.878,10,0
0.49,14.4,1.231,10,0
4.17,-1,43.906,10,0
2.07,-1,13.707,10,0
1.12,14.1,4.883,10,0
2.97,3.2,24.988,10,0
4.04,3.4,41.723,10,0
0.6,0.1,1.724,10,0
0.57,0.2,1.605,10,0
0.5,0,1.269,10,0
0.35,0,0.718,10,0
0.19,12.8,0.245,10,0
0.37,0.8,0.77,10,0
0.41,0,0.916,10,0
4.1,6.8,42.732,10,0
3.01,3.6,25.456,10,0
2.89,0,23.88,10,0
3.94,-1,39.892,10,0
1.03,1.4,4.278,10,0
0.74,2.7,2.479,10,0
0.25,12.2,0.397,10,0
0.72,-1,2.33,10,0
0.74,-1,2.445,10,0
0.18,0,0.239,10,0
0.18,2.4,0.231,10,0
0.75,10.6,2.499,10,0
3.67,0,35.49,10,0
3.87,24,38.79,10,0
2.83,9.2,23.077,10,0
3.72,5.2,36.29,10,0
3.75,4.1,36.722,10,0
0.4,18.4,0.877,10,0
0.61,8.8,1.769,10,0
0.72,5.4,2.35,10,0
0.71,6.4,2.316,10,0
0.75,0.1,2.497,10,0
0.58,3.6,1.663,10,0
0.38,0,0.825,10,0
2.85,-1,23.234,10,0
3.98,-1,40.59,10,0
3.52,0,33.194,10,0
3.45,1.4,32.073,10,0
3.23,0,28.658,10,0
0.63,-1,1.858,10,0
0.5,0,1.284,10,0
0.55,-1,1.514,10,0
0.62,26.4,1.837,10,0
0.62,6.7,1.853,10,0
0.52,0,1.377,10,0
0.37,-1,0.762,10,0
1.68,0,9.644,10,0
3.68,0,35.694,10,0
2.19,-1,15.071,10,0
3.35,149.9,30.49,10,0
3.41,11.4,31.468,10,0
0.62,6,1.832,10,0
0.67,0,2.07,10,0
0.68,0,2.124,10,0
0.55,9.8,1.49,10,0
0.72,82.9,2.345,10,0
0.69,192.2,2.201,10,0
0.47,20.1,1.153,10,0
2.74,64.4,21.814,10,0
3.63,8.8,34.848,10,0
2.75,12,21.896,10,0
2.57,26.5,19.546,10,0
1.26,34,5.966,10,0
0.47,15,1.163,10,0
0.2,106.5,0.283,10,0
0.58,42.8,1.653,10,0
0.54,81.2,1.462,10,0
0.47,11.2,1.143,10,0
0.36,1.2,0.737,10,0
0.7,0.2,2.227,10,0
1.78,-1,10.666,10,0
4.16,0,43.828,10,0
3.21,24.2,28.374,10,0
2.91,0,24.072,10,0
3.53,3.2,33.24,10,0
0.33,14.4,0.629,10,0
0.63,56.2,1.87,10,0
0.25,25.5,0.393,10,0
0.73,70.8,2.39,10,0
0.69,68.3,2.204,10,0
0.53,43.8,1.398,10,0
0.42,-1,0.949,10,0
3.94,0.4,39.88,10,0
4.06,124.6,42.056,10,0
3.05,4.3,26.042,10,0
4.06,9.5,42.021,10,0
3.21,0,28.408,10,0
0.74,0,2.445,10,0
0.54,-1,1.478,10,0
0.22,3.4,0.325,10,0
0.6,0,1.726,10,0
0.6,0,1.742,10,0
0.53,30.4,1.397,10,0
0.53,102.6,1.415,10,0
3.75,9.4,36.818,10,0
3.28,0,29.478,10,0
1.61,38.2,8.97,10,0
1.96,20.4,12.461,10,0
3.23,2.2,28.647,10,0
0.59,0,1.691,10,0
0.62,0.2,1.855,10,0
0.74,-1,2.482,10,0
0.68,-1,2.134,10,0
0.52,2,1.38,10,0
0.71,0,2.31,10,0
0.21,-1,0.307,10,0
3.71,-1,36.163,10,0
3.43,0.6,31.673,10,0
2.43,0,17.914,10,0
2.76,0,22.024,10,0
3.36,12.4,30.635,10,0
0.32,11.8,0.609,10,0
0.32,4.2,0.613,10,0
0.36,2.4,0.756,10,0
0.68,-1,2.145,10,0
0.73,1.2,2.426,10,0
0.6,6.2,1.729,10,0
0.24,-1,0.376,10,0
0.87,0.2,3.199,10,0
2.8,0,22.625,10,0
1.71,8,9.952,10,0
3.2,19,28.289,10,0
3.46,0,32.205,10,0
0.73,0,2.419,10,0
0.42,-1,0.96,10,0
0.4,7.8,0.87,10,0
0.74,10.6,2.448,10,0
0.25,33.8,0.393,10,0
0.74,0,2.471,10,0
1.93,0,12.152,10,0
3.25,0,28.922,10,0
1.37,0,6.904,10,0
0.69,0,2.168,10,0
0.37,0,0.782,10,0
0.41,0,0.936,10,0
0.53,0,1.417,10,0
0.47,0,1.175,10,0
0.19,0.8,0.25,10,0
0.28,0,0.475,10,0
2.7,8,21.252,10,0
3.27,0.8,29.319,10,0
3.09,0,26.686,10,0
3.54,0,33.376,10,0
3.31,0,29.853,10,0
0.49,0,1.242,10,0
0.43,0,1.002,10,0
0.6,0,1.754,10,0
0.73,0,2.43,10,0
0.6,0,1.724,10,0
0.71,0,2.302,10,0
0.3,0,0.537,10,0
3.15,0,27.489,10,0
1.7,0,9.821,10,0
2.22,0,15.376,10,0
2.23,1,15.503,10,0
3.5,0,32.767,10,0
0.71,0,2.281,10,0
0.73,0,2.38,10,0
0.37,0,0.79,10,0
0.58,0,1.653,10,0
0.74,0,2.447,10,0
0.41,0,0.938,10,0
0.64,0,1.908,10,0
3.14,-1,27.41,10,0
1.09,1.1,4.709,10,0
3.08,64.8,26.521,10,0
2.93,-1,24.449,10,0
3.72,-1,36.324,10,0
0.58,0,1.648,10,0
0.41,0,0.935,10,0
0.34,0,0.673,10,0
0.43,0,0.981,10,0
0.27,0,0.454,10,0
0.68,0,2.121,10,0
0.37,0,0.792,10,0
2.78,-1,22.323,10,0
3.87,0,38.781,10,0
1.55,0,8.481,10,0
3.15,0,27.469,10,0
2.99,0,25.259,10,0
0.47,0,1.17,10,0
0.26,0,0.443,10,0
0.54,0,1.473,10,0
0.28,-1,0.474,10,0
0.62,-1,1.818,10,0
0.7,0,2.231,10,0
3.86,0,38.652,10,0
2.59,0,19.892,10,0
4.07,0,42.162,10,0
3.06,0,26.166,10,0
3.95,0,40.109,10,0
0.53,0,1.431,10,0
0.27,0,0.448,10,0
0.29,-1,0.518,10,0
0.28,-1,0.499,10,0
0.24,-1,0.388,10,0
3.49,9.5,32.57,10,0
1.61,2.2,9.014,10,0
0.9,0,3.433,10,0
0.35,0,0.723,10,0
0.71,0,2.305,10,0
0.5,0,1.276,10,0
0.52,0,1.373,10,0
0.43,0,1.006,10,0
0.73,0,2.384,10,0
4.13,0,43.278,10,0
3.82,0,37.983,10,0
4.07,0,42.108,10,0
3.1,0,26.774,10,0
2.53,0,19.074,10,0
0.37,-1,0.776,10,0
0.51,0,1.322,10,0
0.37,0,0.777,10,0
0.42,0,0.975,10,0
0.69,0,2.215,10,0
0.3,0,0.549,10,0
0.65,0,1.997,10,0
1.97,0,12.635,10,0
1.26,0,5.999,10,0
4.21,0,44.716,10,0
3.05,0,26.133,10,0
3.12,0,27.075,10,0
0.57,-1,1.586,10,0
0.65,-1,1.965,10,0
0.65,-1,1.977,10,0
0.51,0,1.319,10,0
0.6,0,1.744,10,0
0.6,0,1.758,10,0
0.63,0,1.883,10,0
2.83,0.8,22.958,10,0
3.03,0,25.782,10,0
4.17,-1,43.883,10,0
2.02,0,13.159,10,0
2.36,0,17.016,10,0
0.72,0,2.377,10,0
0.33,-1,0.652,10,0
0.72,0.8,2.344,10,0
0.5,0,1.298,10,0
0.22,0,0.323,10,0
0.37,0,0.777,10,0
0.42,0,0.955,10,0
2.29,0,16.139,10,0
3.67,0,35.528,10,0
2.12,0,14.256,10,0
2.84,0,23.116,10,0
1.47,0,7.77,10,0
0.5,0,1.299,10,0
0.61,0,1.803,10,0
0.65,-1,1.995,10,0
0.62,0,1.815,10,0
0.44,0,1.044,10,0
0.27,0,0.464,10,0
0.32,0,0.614,10,0
3.47,0,32.405,10,0
2.51,0,18.893,10,0
4.21,0,44.679,10,0
3.22,0,28.571,10,0
2.8,0,22.597,10,0
0.36,0,0.732,10,0
0.39,0,0.839,10,0
0.59,0,1.675,10,0
0.28,0,0.473,10,0
0.35,0,0.711,10,0
0.57,0,1.583,10,0
0.56,0,1.54,10,0
2.73,0,21.64,10,0
4.05,0,41.831,10,0
2.66,0,20.726,10,0
2.09,0,13.873,10,0
1.42,0,7.299,10,0
0.43,0,0.998,10,0
0.59,0,1.668,10,0
0.61,0,1.773,10,0
0.32,0,0.603,10,0
0.7,0,2.236,10,0
0.55,0,1.519,10,0
0.33,0,0.631,10,0
1.94,0,12.233,10,0
3.6,0,34.424,10,0
1.7,0,9.852,10,0
2.27,0,15.917,10,0
3.84,0,38.262,10,0
0.28,0,0.483,10,0
0.52,0,1.356,10,0
0.33,0,0.635,10,0
0.55,0,1.519,10,0
0.65,0,1.965,10,0
0.2,0,0.276,10,0
0.59,0,1.689,10,0
3.69,0,35.837,10,0
3.21,10,28.399,10,0
2.96,0,24.856,10,0
4.1,0,42.679,10,0
2.91,0,24.054,10,0
0.62,0,1.849,10,0
0.5,0,1.28,10,0
0.45,0,1.088,10,0
0.17,0,0.214,10,0
0.37,0,0.788,10,0
0.69,0,2.192,10,0
0.51,0,1.327,10,0
2.56,0,19.477,10,0
2.88,0,23.742,10,0
3.26,0,29.128,10,0
2.42,0,17.75,10,0
2.73,0,21.689,10,0
0.65,10.2,1.969,10,0
0.45,0,1.064,10,0
0.63,1.2,1.893,10,0
0.53,0,1.393,10,0
0.7,0,2.225,10,0
0.5,2.8,1.293,10,0
0.5,0,1.26,10,0
2.64,0,20.547,10,0
1.76,0,10.456,10,0
2.69,0,21.143,10,0
3.65,0,35.256,10,0
2.88,0,23.691,10,0
0.7,0,2.233,10,0
0.68,0,2.112,10,0
0.39,0,0.858,10,0
0.36,0,0.74,10,0
0.69,0,2.183,10,0
0.4,0,0.899,10,0
0.55,0,1.51,10,0
1.29,0,6.18,10,0
3.67,0,35.488,10,0
3.25,0,28.945,10,0
2.96,0,24.842,10,0
2.6,0,19.99,10,0
0.63,0,1.897,10,0
0.58,0,1.625,10,0
0.27,0,0.469,10,0
0.55,0,1.488,10,0
0.22,-1,0.336,10,0
0.56,6.6,1.566,10,0
0.2,11.8,0.269,10,0
3.62,9.6,34.667,10,0
4.19,12,44.339,10,0
2.49,54.6,18.632,10,0
1.27,33,6.04,10,0
2.6,-1,20.034,10,0
0.69,6.4,2.171,10,0
0.7,0.2,2.258,10,0
0.42,0.2,0.946,10,0
0.73,0.6,2.428,10,0
0.58,53.8,1.636,10,0
0.64,27,1.944,10,0
0.46,0.4,1.131,10,0
1.86,15,11.463,10,0
1.03,1.4,4.295,10,0
1.01,0,4.128,10,0
3.67,0,35.5,10,0
3.57,-1,33.866,10,0
0.46,0,1.102,10,0
0.31,3,0.579,10,0
0.27,0,0.465,10,0
0.59,0,1.705,10,0
0.4,0,0.89,10,0
0.66,14.8,2.053,10,0
0.47,3.4,1.137,10,0
3.34,-1,30.395,10,0
4.18,0,44.018,10,0
2.84,-1,23.111,10,0
1.78,0,10.673,10,0
3.32,0,30.001,10,0
0.62,-1,1.824,10,0
0.71,1,2.276,10,0
0.68,0,2.144,10,0
0.65,-1,2.007,10,0
0.22,0,0.333,10,0
0.39,0,0.847,10,0
0.72,2.4,2.33,10,0
2.91,83.4,24.14,10,0
2.04,0,13.298,10,0
1.13,-1,4.953,10,0
3.91,0,39.519,10,0
2.03,0,13.263,10,0
0.5,-1,1.283,10,0
0.74,22.6,2.476,10,0
0.57,0.6,1.601,10,0
0.57,29.2,1.577,10,0
0.2,0,0.28,10,0
0.3,26.8,0.538,10,0
0.61,2.2,1.767,10,0
3.95,-1,40.209,10,0
3.83,2.2,38.194,10,0
2.91,-1,24.056,10,0
2.05,2.4,13.504,10,0
2.07,0,13.686,10,0
0.7,0.2,2.268,10,0
0.36,0,0.745,10,0
0.19,2.4,0.263,10,0
0.46,-1,1.119,10,0
0.4,13.6,0.896,10,0
0.62,18.2,1.841,10,0
0.42,4.8,0.973,10,0
2.71,0,21.354,10,0
3.5,6.4,32.75,10,0
1.96,-1,12.518,10,0
0.9,1,3.381,10,0
3.63,23,34.823,10,0
0.31,34.2,0.579,10,0
0.6,0.2,1.73,10,0
0.49,1.6,1.232,10,0
0.58,39.6,1.629,10,0
0.69,0,2.208,10,0
0.36,0.2,0.741,10,0
0.61,55,1.785,10,0
2.9,102.2,24.005,10,0
3.04,31.6,25.898,10,0
3.06,20.6,26.167,10,0
0.5,2.2,1.269,10,0
0.34,19.4,0.659,10,0
0.31,2.2,0.571,10,0
0.28,0,0.481,10,0
0.22,14,0.318,10,0
0.34,1.2,0.688,10,0
0.18,-1,0.237,10,0
3.07,0,26.423,10,0
4.09,-1,42.452,10,0
1.33,0.4,6.561,10,0
3.6,0,34.348,10,0
4.15,4.7,43.553,10,0
0.2,-1,0.285,10,0
0.59,0.8,1.692,10,0
0.72,0,2.366,10,0
0.56,0,1.558,10,0
0.6,-1,1.745,10,0
0.73,-1,2.431,10,0
0.29,142.2,0.507,10,0
4.2,16.4,44.539,10,0
1.33,0.4,6.501,10,0
2.09,26.6,13.863,10,0
3.73,20.6,36.472,10,0
1.63,4.2,9.22,10,0
0.48,0,1.191,10,0
0.61,1.4,1.767,10,0
0.29,0.8,0.518,10,0
0.42,11.3,0.95,10,0
0.62,31.8,1.845,10,0
0.45,62.2,1.065,10,0
0.68,12.4,2.126,10,0
2.49,0,18.641,10,0
2.03,6.7,13.221,10,0
1.93,83,12.21,10,0
4.15,1,43.527,10,0
4.13,0,43.295,10,0
0.58,0,1.644,10,0
0.45,0,1.085,10,0
0.52,0,1.357,10,0
0.67,0.5,2.063,10,0
0.38,0.2,0.827,10,0
0.48,-1,1.207,10,0
0.48,8.8,1.176,10,0
1.72,1.1,10.006,10,0
3.85,9.8,38.39,10,0
3.14,0,27.309,10,0
3.49,0,32.608,10,0
1.45,67.2,7.582,10,0
0.17,30.2,0.218,10,0
0.49,0,1.247,10,0
0.4,0,0.889,10,0
0.59,1,1.704,10,0
0.63,0,1.888,10,0
0.62,1.4,1.817,10,0
0.37,-1,0.771,10,0
2.22,16.4,15.342,10,0
3.43,5,31.655,10,0
4.06,0,41.966,10,0
3.04,0,25.929,10,0
2.58,0,19.786,10,0
0.43,0.2,0.994,10,0
0.49,0.6,1.233,10,0
0.38,0.2,0.798,10,0
0.59,0.2,1.699,10,0
0.72,0,2.365,10,0
0.38,4,0.827,10,0
0.25,3.6,0.401,10,0
3.37,2.8,30.761,10,0
2.11,-1,14.148,10,0
3.44,0.7,31.942,10,0
4.06,95.2,42.07,10,0
3.33,0.4,30.195,10,0
0.66,2.8,2.044,10,0
0.69,3.4,2.178,10,0
0.56,0,1.546,10,0
0.57,0,1.612,10,0
0.64,-1,1.956,10,0
0.37,2,0.783,10,0
0.4,23.8,0.883,10,0
2.22,5.1,15.347,10,0
3.22,0,28.567,10,0
1.12,0,4.893,10,0
2.48,0,18.505,10,0
2.93,0,24.441,10,0
0.21,0,0.299,10,0
0.73,0,2.431,10,0
0.45,0,1.071,10,0
0.5,-1,1.282,10,0
0.66,0,2.032,10,0
0.45,0,1.093,10,0
0.22,2,0.335,10,0
2.67,-1,20.942,10,0
3.37,-1,30.745,10,0
3.62,0,34.657,10,0
0.7,0,2.268,10,0
0.17,0,0.202,10,0
0.56,0.6,1.553,10,0
0.61,0.8,1.781,10,0
0.73,0,2.432,10,0
0.54,0,1.452,10,0
0.61,0,1.779,10,0
2.08,0,13.804,10,0
1.25,0,5.893,10,0
3.48,0,32.535,10,0
1.75,0,10.314,10,0
3.6,0,34.4,10,0
0.54,0,1.455,10,0
0.67,0,2.1,10,0
0.59,0,1.703,10,0
0.62,0,1.818,10,0
0.59,0,1.677,10,0
0.5,0,1.268,10,0
0.59,0,1.707,10,0
3.81,0,37.735,10,0
1.61,0,9.027,10,0
4.08,0,42.368,10,0
3.68,0,35.726,10,0
0.88,0,3.283,10,0
0.33,0,0.655,10,0
0.26,0,0.426,10,0
0.44,0,1.029,10,0
0.25,-1,0.411,10,0
0.35,0,0.713,10,0
0.22,0,0.333,10,0
4.17,1.6,44.001,10,0
0.92,0,3.522,10,0
3.31,0,29.912,10,0
1.58,0,8.707,10,0
1.42,0,7.282,10,0
0.63,0,1.896,10,0
0.39,0,0.851,10,0
0.27,0,0.449,10,0
0.63,0,1.865,10,0
0.51,0,1.309,10,0
0.53,0,1.407,10,0
1.98,0.2,12.745,10,0
2.77,-1,22.223,10,0
3.68,0,35.664,10,0
3.04,0,25.928,10,0
2.06,0,13.534,10,0
0.46,0,1.107,10,0
0.23,0,0.352,10,0
0.36,0,0.728,10,0
0.63,0,1.877,10,0
0.3,0,0.536,10,0
3.25,0,29.01,10,0
1.32,0,6.453,10,0
1.58,0,8.753,10,0
0.4,0,0.871,10,0
0.4,0,0.871,10,0
